Date,Open,High,Low,Close,Vol.,Change %
05-Jul-16,13.67,13.96,13.54,13.83,230.40K,2.14%
06-Jul-16,13.67,13.88,13.54,13.67,157.08K,-1.16%
08-Jul-16,13.83,13.83,13.54,13.67,989.88K,0.00%
11-Jul-16,13.5,13.75,13.46,13.54,369.48K,-0.95%
12-Jul-16,13.67,13.67,13.33,13.33,1.82M,-1.55%
13-Jul-16,13.33,13.33,13,13.17,295.92K,-1.20%
14-Jul-16,13.08,13.08,12.62,12.88,373.92K,-2.20%
15-Jul-16,12.92,12.92,12.58,12.67,338.64K,-1.63%
18-Jul-16,12.79,12.79,12.62,12.62,861.36K,-0.39%
19-Jul-16,12.67,12.88,12.5,12.54,362.52K,-0.63%
20-Jul-16,12.5,12.71,12.5,12.58,6.16M,0.32%
21-Jul-16,12.5,12.88,12.33,12.5,1.55M,-0.64%
22-Jul-16,12.5,12.5,12.29,12.42,1.37M,-0.64%
25-Jul-16,12.46,12.46,12.17,12.29,773.40K,-1.05%
26-Jul-16,12.46,12.46,12.08,12.17,2.75M,-0.98%
27-Jul-16,12.17,12.42,12.08,12.17,6.26M,0.00%
28-Jul-16,12.25,12.25,12,12.04,479.16K,-1.07%
29-Jul-16,12.08,12.17,11.96,12.08,173.16K,0.33%
01-Aug-16,12.17,12.29,12.08,12.08,4.89M,0.00%
02-Aug-16,12.12,12.17,12,12.12,1.02M,0.33%
03-Aug-16,12.12,12.25,12,12.04,1.18M,-0.66%
04-Aug-16,12.04,12.08,11.92,12,446.76K,-0.33%
05-Aug-16,12.17,12.17,11.92,11.96,449.16K,-0.33%
08-Aug-16,11.88,12,11.71,11.83,138.00K,-1.09%
09-Aug-16,11.92,12.08,11.88,12,318.60K,1.44%
10-Aug-16,11.96,12.04,11.96,12,816.84K,0.00%
11-Aug-16,12.08,12.5,11.96,12,122.16K,0.00%
12-Aug-16,12.08,12.5,11.96,12,1.32M,0.00%
15-Aug-16,12,12.67,11.92,11.96,324.96K,-0.33%
16-Aug-16,11.96,12,11.67,11.96,982.68K,0.00%
17-Aug-16,12,12.08,11.96,12,233.28K,0.33%
18-Aug-16,12,12,11.75,11.92,838.68K,-0.67%
19-Aug-16,11.92,12,11.33,11.75,664.20K,-1.43%
22-Aug-16,11.92,11.92,10.96,11.33,330.12K,-3.57%
23-Aug-16,11.42,11.5,11,11.04,5.31M,-2.56%
24-Aug-16,11.25,11.25,10.96,11.04,1.06M,0.00%
25-Aug-16,9.96,9.96,9.96,9.96,29.04K,-9.78%
26-Aug-16,9,9,9,9,113.40K,-9.64%
29-Aug-16,8.12,9,8.12,8.12,3.99M,-9.78%
30-Aug-16,8.12,8.92,8.12,8.33,9.07M,2.59%
31-Aug-16,9.17,9.17,9.17,9.17,4.48M,10.08%
01-Sep-16,10.08,10.08,9.38,9.83,6.75M,7.20%
02-Sep-16,9.58,9.83,9.17,9.54,2.93M,-2.95%
05-Sep-16,9.58,9.58,9,9.17,1.24M,-3.88%
06-Sep-16,9.42,9.42,9.17,9.17,609.48K,0.00%
07-Sep-16,9.54,9.54,9.17,9.21,606.48K,0.44%
08-Sep-16,9.38,9.5,9.25,9.38,791.04K,1.85%
09-Sep-16,9.58,10,9.42,9.58,1.68M,2.13%
13-Sep-16,10,10,9.58,9.83,277.32K,2.61%
14-Sep-16,10,10,9.75,9.92,2.65M,0.92%
15-Sep-16,9.92,10,9.83,9.88,1.47M,-0.40%
16-Sep-16,10,10,9.83,9.88,434.88K,0.00%
19-Sep-16,10,10.08,9.79,9.88,672.36K,0.00%
20-Sep-16,10,10.08,9.67,9.88,4.22M,0.00%
21-Sep-16,9.88,10,9.75,9.88,878.40K,0.00%
22-Sep-16,9.96,10.25,9.75,9.92,208.32K,0.40%
23-Sep-16,10,10.62,9.96,10.08,910.92K,1.61%
26-Sep-16,10.08,10.08,9.92,10,348.84K,-0.79%
27-Sep-16,10.08,10.58,10,10.08,78.84K,0.80%
28-Sep-16,10,10.33,9.96,10,1.53M,-0.79%
29-Sep-16,10,10.25,10,10.08,70.56K,0.80%
30-Sep-16,10.08,10.42,10.08,10.29,957.96K,2.08%
03-Oct-16,10.42,10.62,10.29,10.5,202.32K,2.04%
04-Oct-16,10.5,11.5,10.33,10.42,1.10M,-0.76%
05-Oct-16,10.83,10.83,10.29,10.46,340.80K,0.38%
06-Oct-16,10.5,10.54,10.29,10.38,1.43M,-0.76%
07-Oct-16,10.46,10.5,10.29,10.33,235.80K,-0.48%
10-Oct-16,10.79,10.79,10.38,10.54,39.72K,2.03%
11-Oct-16,10.33,10.75,10.25,10.33,1.36M,-1.99%
12-Oct-16,10.08,10.42,10.08,10.33,536.52K,0.00%
13-Oct-16,10.33,10.42,10.17,10.29,714.96K,-0.39%
14-Oct-16,10.21,10.42,10.21,10.38,1.43M,0.87%
17-Oct-16,10.38,10.5,10.33,10.38,249.00K,0.00%
18-Oct-16,10.5,10.79,10.38,10.46,338.64K,0.77%
19-Oct-16,10.5,10.54,10.38,10.38,1.28M,-0.76%
21-Oct-16,10.38,10.46,10.33,10.38,51.12K,0.00%
24-Oct-16,10.42,10.62,10.29,10.38,78.72K,0.00%
25-Oct-16,10.38,10.54,10.38,10.46,412.68K,0.77%
26-Oct-16,10.58,10.62,10.42,10.5,184.92K,0.38%
27-Oct-16,10.42,10.75,10.42,10.5,464.28K,0.00%
28-Oct-16,10.5,10.62,10.42,10.5,150.00K,0.00%
31-Oct-16,10.54,10.67,10.5,10.58,188.40K,0.76%
01-Nov-16,10.58,11.17,10.58,10.58,101.52K,0.00%
02-Nov-16,10.58,11.17,10.54,10.58,1.87M,0.00%
03-Nov-16,10.83,10.83,10.5,10.67,123.12K,0.85%
04-Nov-16,10.83,10.83,10.5,10.58,402.60K,-0.84%
